temperature,humidity,light_intensity,motion,fan_cooling_pwm,fan_circulation_pwm,water_pump_pwm,grow_light_pwm
40.0,63.709349993613785,67.70390733045836,0,98.10491548421273,18.241368349741386,8.207804050027773,0.0
21.81466963215002,48.79167251669273,30.58978616539651,1,0.0,48.23415804961737,42.35287908867555,56.91604874751966
25.253416019409013,90.0,37.36765078986495,0,1.4373118611620714,40.621600717286164,3.858798974964765,47.88012505606372
27.008095156784705,67.24394917766381,60.462928259578355,1,8.64406123441072,50.326682139293,4.142997828259562,17.59715777850977
32.37166502385122,62.304736939449285,85.86313121831267,0,51.18480467175805,17.530786360207294,7.103672106286138,3.315489831362065
22.37055048054425,57.77716064394537,12.430727391890297,0,0.0,22.027902511148802,23.818122336614515,79.93249435106402
28.178072790542828,57.20345376267669,65.76340644205851,1,22.44521284563363,48.120927207191365,25.67454582199026,3.0100366588671323
27.74728044831655,40.64748878322814,8.709548787376455,0,22.71739793544561,20.7732556510336,74.42709014464413,86.99335301117924
30.416062020005345,30.0,69.05116610047324,1,36.13484348022263,47.29765085545407,100.0,2.9297664074208987
26.722261505516904,50.110137978342486,67.17561410358475,1,6.969251058623377,50.002699102732,44.22452642801746,5.599347228362076
35.77737849157745,38.50439393073219,95.51941196186667,0,70.09292451139221,23.365824682983835,77.73056816265877,0.0
29.305390161482176,74.18533556245733,29.684454396457284,0,24.599672845624625,23.641781807080832,0.0,53.59523636759596
21.001373674548933,61.5620008203201,6.991100154529959,0,0.20298019755877839,22.638278284354968,13.749506723954143,91.87375321257507
32.64119891634419,65.78732229648334,1.8306981260107724,0,48.361971714630755,16.73287141755915,1.8984126826942385,100.0
28.803239457178975,61.607179946063525,78.05324853037939,1,25.13027332831887,49.72424398261992,7.469879837797638,3.9616231776912407
22.54625568223868,78.8351628861165,11.865651677015855,0,0.0,39.079290059538664,0.47874406937325276,87.95219217838681
30.163909330531425,52.69249225456283,3.9796703053833404,0,35.973869835104075,19.066263107118726,36.94303268326398,96.50365744406619
23.472310263607696,50.066428820015645,4.805500766930675,0,0.0,22.047579103067623,46.342152247825304,93.48307849412475
28.99496078750848,41.94171548440522,21.8892768284666,1,22.29373076630899,50.459979711260345,61.30391085359166,65.3822349721886
29.17973814857736,73.88706962394089,11.109999464411459,0,27.784698830317808,15.484568206517803,0.00048429706047237175,81.65237772067958
24.78285290882482,63.39986039473491,9.652689352464542,0,4.255621151622419,21.55870739731806,4.768840004139178,84.90890301813657
31.6082505596223,56.006805743902625,69.90823551963032,0,40.156223689826724,21.54357326123324,20.731975487673886,0.0
31.069904300988707,90.0,66.76920923600508,0,45.01140685479125,37.80945307028573,3.1833356226424296,8.173683113996123
33.47603536334822,66.70899837376604,22.385320971469262,0,60.246602757764755,21.337064546621924,2.810185540516475,70.55802153940137
20.326946965448837,55.02609331602682,66.6913895717365,1,4.13898623561729,50.43228625804059,23.634434882271123,5.049007564237094
21.851945144552996,30.922097445903695,4.068091346990443,0,0.7920109031517217,19.581524016094058,100.0,97.93453005294153
30.226077929750286,45.149794291452906,20.660747472978123,0,36.774361953054,19.97091245299445,53.40686211229196,71.78868753336316
33.692960691478035,48.935606020937186,73.28693151153942,1,57.2526773915809,53.16576802456731,46.308707277333454,0.0
25.921064368358902,38.956063913803334,74.77075291822166,0,9.064885503487957,20.06775604961868,73.17431138250444,3.993003780083024
27.607305320997728,64.64594254630514,12.814636813165423,1,19.577500195230808,45.317818204270466,0.0,84.66144052094431
29.97578512718457,68.98626277942233,69.068693831994,0,29.403826501569174,23.845406406048937,0.0,2.4523738191663034
27.47672099720654,75.58090589163274,27.242895643916974,0,18.47812541039914,36.902554885959205,0.0,62.70225371525714
33.30759626267758,90.0,30.863917559966495,1,55.62013197540264,65.34363660339515,0.0,57.45289227172154
29.17251323045653,57.62520581106932,72.65397151052129,1,28.969338405243803,52.39331935188077,20.9868113067322,0.0
27.282553242327783,77.47066177859865,69.03657535505033,1,13.447892398716384,70.47279381595234,0.0,0.0
26.255153451163515,50.996936631215576,95.31869822592705,1,4.79627140789446,46.271861332127195,35.71455324805194,0.0
34.70161989909943,37.90281185030205,79.17744356238131,0,60.719218172760094,21.22100721269742,81.80026441878043,0.0
31.58930973527388,74.91568096488069,35.60892453848745,1,48.308006941872435,48.656218836602264,0.6712278147195825,49.90279970122616
27.433488497071984,50.35274384816017,37.510981867558556,0,20.12228900394294,19.494727718906766,38.851222723116464,48.53320915811028
19.159278432899747,64.34716793349929,15.34726089311199,0,0.0,20.771169903311584,6.829736781126449,81.51279269499659
29.34489039074234,59.8637580885647,1.1781483570343543,0,26.609037182044574,22.425870884122368,16.7402207870053,97.95298536317124
20.895781750144888,52.571773529928976,78.63354555676983,1,0.0,54.636451336030014,36.63818924795966,0.0
